"contrast","gene","log2FoldChange","baseMean","stat","pvalue","padj","positive_group","negative_group","positive_n","negative_n"
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RNASEH1",-0.0275562222222101,7.96108416666667,-0.451977584082645,0.652099710964009,0.755174693534929,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ERO1L",1.28272322222221,8.94593633333333,10.6002246378964,6.14358607205786e-19,5.74081979692207e-17,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MST4",0.429858666666669,7.21706933333333,3.18474424730808,0.00184552918913404,0.00631290997717243,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","THEM6",0.53914400000001,7.83543666666667,5.40091651177406,3.39796998694214e-07,2.9028476594552e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ARHGEF3",-0.715667999999994,9.75103266666667,-9.2090577377342,1.29699070993808e-15,5.90353751367373e-14,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TRPS1",0.116106708333346,6.84902985416667,1.6078094641106,0.110500614195706,0.198188721554239,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FOCAD",0.097575250000002,5.85760804166667,2.27446815352861,0.0247110496663553,0.0580176440252567,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FAHD2A",0.0905244333333393,7.11991428333333,2.1136367073919,0.0366138213027444,0.0805357045561821,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","WDR59",0.15180220833334,6.18112177083333,3.81074235556535,0.000219893184495909,0.000980663408353175,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DCP1A",-0.385488749999995,8.51288245833334,-6.05669248301019,1.63591658017255e-08,1.82559556265058e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LPPR2",0.146539083333337,7.89362945833333,2.77380316241612,0.00642537174473611,0.0185599132377499,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PNPO",0.478433833333341,8.3820535,8.27555201388972,2.02146927515199e-13,5.97989761088026e-12,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","WDR12",0.201304555555561,6.39495888888889,3.93976407798612,0.000137342518900081,0.000643870321377375,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TMA16",0.10303166666667,5.16589466666667,0.93846106638899,0.34988950327971,0.482145186012304,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SMG8",0.269924833333341,8.09489475,3.20574477338409,0.00172591388608725,0.00596475688838007,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IMPAD1",0.0188669166666715,7.13199118055556,0.316759406028981,0.751975661645252,0.832091764632603,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","JADE1",-0.685559458333329,8.05069485416667,-7.13720238503914,7.83677705851538e-11,1.40588505887122e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FAM13B",-0.528643166666662,8.60037358333333,-5.26595056784129,6.19781868583721e-07,4.97501004213577e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SLC35A5",-0.114550499999993,8.69271041666667,-0.94528000883609,0.34641231148383,0.478427864772051,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TBK1",-0.141388333333326,9.07039716666666,-1.55831344972206,0.12178814107646,0.214041027803528,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MAP1S",0.126582333333343,7.99392316666667,1.67937848474701,0.095675961164988,0.176287244805013,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LHPP",0.419268833333339,7.83862941666667,4.71160887913984,6.66235859503851e-06,4.26667597103343e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","E4F1",0.249640166666675,7.88709125,4.33371744901396,3.06165125685551e-05,0.000168173793363687,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HIF1AN",-0.0990949999999886,7.50794116666667,-1.97263124636507,0.0508332869620122,0.1055709478409,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RANGRF",0.099836833333339,7.86343066666667,1.95903673757839,0.052423954752262,0.108167389689188,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","APTX",0.0304960555555578,7.06756352777778,0.94507545582714,0.346516294202212,0.478496522093274,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RNF38",-0.361672583333327,7.84271670833334,-4.64313642321037,8.83495987390478e-06,5.49844290213181e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CD320",0.116425833333341,8.43571275,1.46085515546312,0.146664362941965,0.247907718399084,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FHOD1",-0.13098083333333,8.68180175,-1.20706340095301,0.22977782212575,0.350250500732007,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","UCKL1",0.0290820555555582,7.39304019444444,0.4180179785655,0.676679826909057,0.774619686557888,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RIOK2",-0.0280009999999891,7.76802033333333,-0.310750190232744,0.756528775719046,0.835462925363575,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MRS2",0.289218583333345,6.44409,4.366962995473,2.68596831035468e-05,0.000149685843164846,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HCFC1R1",0.198360333333337,9.01764308333333,2.76803244278576,0.0065331813697592,0.018835363457225,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FBXO34",0.379065999999996,9.8053725,5.04251405360555,1.64459758961985e-06,1.20392880229982e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","THTPA",0.104318500000003,8.55980025,1.45163351169455,0.14920868120766,0.251206030981325,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","C8ORF4",-0.690304333333323,10.1742545,-3.94435566949171,0.000135034942001022,0.00063389408131124,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CEP55",1.62024233333335,5.73232533333333,7.92316430166739,1.31576185617e-12,3.3098234309087e-11,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PARP12",-0.000752333333320365,9.31028466666667,-0.00747549583877405,0.994047866040465,0.996211429940433,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RCL1",-0.162889722222214,6.67426930555555,-3.94797064175983,0.000133244248270252,0.000626135632568287,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","C1ORF115",-0.600138749999995,6.939197625,-9.728593760705,7.5208435090457e-17,4.40045523252101e-15,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DHDDS",0.351407583333339,7.77982004166667,8.15285646877092,3.89024262437709e-13,1.08800086636518e-11,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TEX264",0.213445666666669,8.25390416666667,3.90011241560529,0.000158896228019876,0.000733017578106504,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RMDN1",-0.0316809999999963,7.16648805555556,-0.417746622942947,0.676877691641844,0.774790356721179,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LRRC20",0.602767000000017,7.33110966666667,6.76999264098734,5.01604530539601e-10,7.53854188257978e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MIIP",0.205131000000009,8.24329475,3.06419170571954,0.00269493075227434,0.00877530438972104,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ECHDC2",0.0560412500000105,8.77918795833333,0.384824631356369,0.70104742186082,0.793091336037505,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","KCTD15",-0.370730599999995,6.26481056666667,-5.38189950779351,3.70015355362295e-07,3.13236287109392e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ASH1L",0.233443555555569,8.09730944444445,4.80470577137056,4.52073799531832e-06,3.00226519333734e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ANAPC2",-0.0113183333333211,8.065386,-0.106878380417644,0.915063649441677,0.946400833569176,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ORMDL2",0.168163500000016,9.89515808333334,2.36476538110382,0.0196432452082714,0.0478226470124132,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NIT2",0.472565333333332,9.2889285,6.28627019783883,5.4325257086315e-09,6.59997049115111e-08,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MRPL39",0.121129750000004,6.380922375,1.75472919256165,0.0818538231127116,0.155388253711398,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MAFB",-0.349509666666656,10.3113455833333,-3.02609146440258,0.00303092502241018,0.00974552361977471,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","JMJD4",0.252686777777787,6.74776977777778,5.93295885232803,2.93911776690733e-08,3.10951417157551e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LYRM4",-0.0116962499999946,8.21841095833333,-0.181440568675189,0.856327392309833,0.906969710020138,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TMEM57",0.365744250000005,7.71800895833333,5.32296227980267,4.81315626314424e-07,3.95343297922326e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NDUFA3",0.0856500000000153,10.7914383333333,1.42944752990891,0.155469615049593,0.259163434700974,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RFWD3",0.374408666666671,6.737945,4.47652454093418,1.73688704079407e-05,0.000100993115250857,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","C9ORF114",0.110699166666671,7.19133833333334,2.00265302167148,0.0474650223483889,0.0996702726391715,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CHORDC1",0.0799805000000049,6.22803091666667,1.58409960674996,0.115798678175629,0.205866476655919,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DPP3",0.671744416666673,8.613746875,9.75248030992037,6.59510424831282e-17,3.91027413972288e-15,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","KBTBD4",-0.15139255555555,7.18613127777778,-1.86606378109507,0.0644699266329428,0.128025129011515,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CHMP4A",0.130057333333344,9.463591,2.14587812804305,0.0338933144709935,0.0755719344556063,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MAGEH1",-0.250978833333328,9.61418008333333,-2.97581463971766,0.00353357880590157,0.0111021887106704,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LMCD1",-0.617808944444437,7.35216791666666,-6.8184103514724,3.9357047616261e-10,6.04356094642933e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ANAPC1",0.10290422222223,7.60430222222223,2.17458584429939,0.0316200330696453,0.0713646423709385,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DUSP12",0.223322666666673,9.06531683333333,3.54804316256851,0.000554512953546985,0.00221686561559598,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CDC73",-0.0237835555555517,8.03114444444444,-0.247615369575277,0.804854509108015,0.871126000165932,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","AURKAIP1",0.311627433333337,8.34805908333333,6.10868978275964,1.27664052853136e-08,1.44754269207601e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ABHD4",0.178404666666672,7.59343591666667,3.77218102938795,0.000252583605793241,0.00110901516579009,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MARCH5",0.0153195000000048,7.9382315,0.187177668479228,0.851836922112103,0.90382466383622,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DCUN1D1",0.0766480555555598,6.32307675,1.29399773897584,0.198147051317296,0.312889163389752,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DTL",0.571784416666676,6.879673375,3.01675787749451,0.00311893558752742,0.00997963493458877,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MRGBP",0.58808133333334,7.10889366666667,5.8071445141789,5.29977977751257e-08,5.3217226078177e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","POGLUT1",-0.0143045833333373,7.77698029166667,-0.162918495675143,0.870856202013455,0.917038626302392,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FAM114A2",0.0326523333333393,7.8925765,0.38797370799594,0.698721744949109,0.791326722945074,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","C10ORF2",0.222902666666672,6.63525566666667,2.42728678313411,0.0166956037711488,0.041717343878346,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NOL10",0.139971083333339,6.64242970833333,3.29888756901754,0.00127738746668939,0.00459769765539693,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CECR5",0.396769166666674,8.52362958333334,6.52204226803885,1.71741317066203e-09,2.33778636868481e-08,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RBM28",0.36679816666667,8.02390258333333,4.57547175598386,1.1647662552859e-05,7.03933587534496e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TBC1D13",-0.127386416666651,8.07820145833333,-2.13870210029913,0.0344831965869525,0.0767023973491455,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CISD1",0.462913833333333,9.21877391666667,4.3173635702126,3.26452832671768e-05,0.000177902794971094,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RINT1",0.421404666666671,7.132524,4.64535818254616,8.75476934417047e-06,5.45494757469386e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","REC8",0.00529283333333908,6.59337475,0.1027486213029,0.918333710754562,0.948581515455627,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LIMD2",0.105970666666672,7.470857,1.06022813245796,0.291166659565794,0.419549908887697,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","URGCP",0.40812366666667,7.230314,4.94934510283721,2.4525247463989e-06,1.72578435698427e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HAUS6",-0.112457611111103,5.89968463888889,-1.21252944758101,0.227687643955196,0.347748492265192,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HECA",-0.356807444444436,7.46417516666667,-5.5508990688717,1.72551215575203e-07,1.56185888035322e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LEMD3",-0.183423333333314,9.68826283333334,-2.65654702595791,0.00896644536225435,0.0246557846290621,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZDHHC7",0.0383703333333347,10.504081,0.529800077276972,0.597227820316684,0.711295736965113,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SDAD1",0.202237722222232,7.20678747222223,3.51965590861599,0.000611123677815532,0.00241552669799153,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ATP13A2",0.512443166666665,7.49838741666667,6.73371451157776,6.01295382041922e-10,8.91033376065948e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NUDT2",-0.12200649999998,7.65710958333333,-1.30324868069909,0.194980827778238,0.309118556853414,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CPPED1",-0.761739777777773,7.53368127777778,-7.38384401930779,2.20700006974767e-11,4.44914969644373e-10,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IER5",-0.479745666666647,9.94909233333333,-5.06088779253867,1.5191802472231e-06,1.11933848874131e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TSSC4",-0.139181666666664,8.193111,-2.1042064726708,0.0374443229264529,0.082106672903329,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","KIAA1551",-0.420595249999995,7.43972420833333,-3.22468827466258,0.0016242468305685,0.00565797365768141,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TMEM39A",-0.0865844583333271,7.35291177083333,-1.48944439907612,0.138989682982827,0.237679165619646,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","INTS12",-0.125353833333325,8.92935541666667,-1.59252641198931,0.113892975180332,0.203012439096405,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TRIT1",0.430116166666683,8.18907458333333,6.86400617598858,3.13001466030134e-10,4.91322607571313e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SUV39H1",0.244131500000005,7.56022575,3.44450930141341,0.000788396724569661,0.0030225838465431,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NUP37",0.175845833333344,7.74656,2.73456020852978,0.00719165625886522,0.0204609735340021,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HMP19",0.114375666666669,5.41710083333333,2.13753481614252,0.0345799844278962,0.0768548922881211,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CENPBD1P1",-0.111239958333315,7.52918764583333,-1.80094840132198,0.074218382590265,0.143569911913986,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NRN1",-1.81757533333333,7.57789316666666,-9.97166639570089,1.97325546591762e-17,1.34244752478948e-15,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","EIF4ENIF1",-0.0407693333333263,6.37586283333333,-1.19763223303659,0.233416661343054,0.354612664416737,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DRAM1",-0.297718833333333,11.0948155833333,-1.98902644456538,0.0489695435098505,0.102255101337592,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CCDC53",-0.0853435000000022,9.50373675,-0.890574416827943,0.374936677878336,0.507957579330204,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SMO",0.196913666666673,6.66155033333333,4.31098100740469,3.34716380955286e-05,0.000181751395305595,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","AVPI1",-0.613851666666658,9.52627866666667,-7.14798754635518,7.41674955495866e-11,1.34573129703365e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HECTD3",0.410809333333333,8.53994616666666,5.25149401305325,6.60659087893923e-07,5.26323968943777e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ABHD10",0.155433499999999,8.17670583333334,1.53429089162882,0.127586165438497,0.222087445876971,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PHLDA3",0.341171000000013,8.35089866666667,4.00865021932332,0.000106365275691473,0.000510472987008125,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MAN1B1",0.310109500000001,8.61658466666667,5.04739055645437,1.61036178297737e-06,1.18090592256584e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IMPACT",0.103333250000005,7.15205620833333,0.777283105793645,0.438518896382629,0.569528226272459,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZXDC",-0.0972821111111024,6.74388708333333,-2.37295710574619,0.0192324974243734,0.0470208292166038,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
