"contrast","gene","log2FoldChange","baseMean","stat","pvalue","padj","positive_group","negative_group","positive_n","negative_n"
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PLEKHF2",-0.379447083333327,8.794775125,-2.58635600558116,0.0108921409721799,0.0291266905838843,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","C11ORF95",-0.0708339999999934,6.90810675,-1.87425517131179,0.063322996227921,0.12618923120851,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CHCHD7",-0.0985082499999894,9.334633125,-1.34083158478445,0.182503636073114,0.293481956859791,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CRIPT",0.172600527777784,7.45315218055555,3.01490903825451,0.003136646647466,0.0100286203720079,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PLEK2",1.11285200000001,8.156083,9.18612367158224,1.46999497373719e-15,6.6245688383836e-14,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","YRDC",0.0213080000000119,8.18737425,0.238259212233501,0.812085763273009,0.876171731809552,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CRTC3",-0.317682833333327,7.23858975,-3.44500295409587,0.000787088546331271,0.00301829694695122,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DGCR8",0.142350333333342,7.693336,1.85853295093727,0.0655396347457694,0.129832880378341,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LARP6",-0.295522333333325,6.49913888888889,-3.44100319692037,0.000797746848147964,0.00305253704835709,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SLC25A15",0.271981916666672,6.17438095833333,4.10671793060214,7.35468279947264e-05,0.000366476830649381,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MRPS33",0.638674833333342,9.74750775,7.15613693356528,7.11422584591844e-11,1.29379547424542e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CWC25",-0.314266499999994,7.33025841666667,-5.0520557248535,1.57825934016195e-06,1.15910488895713e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LHFP",-1.15235266666666,8.83656058333333,-9.95952212749711,2.1098109152858e-17,1.42590550537048e-15,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RAPGEFL1",0.113746000000003,6.26830133333333,1.47474371978793,0.142895988129142,0.243024915092926,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ACTR8",0.0190679166666721,7.16326704166667,0.470553620045709,0.638812306412672,0.744059309566192,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DYSF",-0.60460116666667,8.87331425,-6.70646643039138,6.88816390073898e-10,1.01082612143362e-08,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NAA60",0.12517050000001,9.32531391666666,1.91230161544458,0.0582173449634006,0.11784042219879,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NCAPG",1.27965716666667,5.35816641666667,8.3096453298903,1.68452741389929e-13,5.02999252509345e-12,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MECR",0.279789000000004,7.64162266666667,5.11061457867422,1.22463676464775e-06,9.21009479200957e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FZD4",-0.808558833333334,6.81951633333333,-11.9673445134239,3.25229802216571e-22,6.33918775841883e-20,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","STX17",-0.174791533333328,7.35407953333334,-2.96562379771024,0.0036443942991794,0.0113973866797154,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PJA1",0.111811333333346,9.46667266666666,1.46517450500711,0.145484238282483,0.246332324369685,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RAP2C",0.115037000000004,8.91356541666667,1.15441060269075,0.250621928704161,0.374587597430686,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PUS1",0.334886333333341,7.35073083333333,4.58715140271814,1.11070342585257e-05,6.75242222402638e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ATPIF1",0.391879055555552,9.08159519444444,6.07187062898304,1.52184818855495e-08,1.70729656774644e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SCNM1",0.366549500000003,9.60152025,6.36974348567853,3.62145102668072e-09,4.60228482274692e-08,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SLC22A17",0.0359190000000043,6.06247533333333,0.723265696030849,0.470921805529563,0.599737711287119,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PCTP",-0.0919526666666499,8.93359783333333,-0.896372629881641,0.371845535807827,0.504759859779982,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","S100A14",0.583663166666673,9.45938025,3.82036196696814,0.000212388441055796,0.00095073802202952,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NES",-0.594664416666661,7.162355375,-9.74757360240574,6.77549111539115e-17,4.00864298374474e-15,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","VPS28",-0.105050999999978,10.6890595,-1.24111445060625,0.216980263481643,0.335393594973012,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SDF2L1",0.807049500000009,8.77941325,9.15121685186058,1.77845740727537e-15,7.83680586498552e-14,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LRRC8D",0.703429000000014,8.9523235,10.1761102267252,6.39144306614486e-18,4.75556294272806e-16,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SMUG1",0.371218000000009,6.94959944444444,7.62280717148933,6.37600526214764e-12,1.41263642387512e-10,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RHBDF1",0.226384000000007,7.1587625,4.06425826538543,8.63487328128385e-05,0.000424344252157261,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MUC13",0.544302416666667,6.018416875,3.98303922316662,0.000117009378337702,0.000557096502197981,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DAK",0.175509416666671,6.39590345833333,3.6123065277327,0.000444091932544682,0.00182360666781402,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FANCF",0.556387583333335,7.50697945833333,6.66437744578519,8.49310228379508e-10,1.22373856080931e-08,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SYBU",-0.202305999999993,8.16682216666667,-0.831076091797746,0.407578520143435,0.539685380011924,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TSPAN15",0.281604666666681,8.40769316666667,3.1055924869103,0.00236911795910803,0.00785445546058868,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ARMCX1",-0.76138866666666,9.22863416666666,-6.05739923975543,1.63042324924397e-08,1.82074436034201e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","EXOSC4",0.434601055555566,8.45593608333333,7.01063530562926,1.49237931702924e-10,2.51002558397755e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","EIF2AK3",0.084332416666677,6.74746354166667,1.8995037953863,0.0598946784570571,0.120567308449544,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","APIP",-0.073503499999994,6.5128865,-1.56529262833827,0.120143349658018,0.211859597157401,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RAB29",0.164382611111121,8.11010697222222,2.31628164608135,0.0222368363931167,0.0531232821299127,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LACTB2",0.739646750000006,8.429168375,5.02166917824749,1.79909656548293e-06,1.30524322507142e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SARS2",0.335562666666673,7.00268683333333,4.41134165105432,2.25305984306797e-05,0.000127710908606802,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SEC22A",-0.117696833333328,6.62305083333333,-1.63583960495148,0.104489173371388,0.18924441495738,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RNF43",0.946284499999997,7.58670858333333,7.08887129338135,1.00272504066858e-10,1.76300925661769e-09,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SNX24",-0.106679399999996,5.76094323333334,-2.47658287998527,0.0146558859091951,0.0374814578782128,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","GRAMD3",0.725841166666667,7.29332175,6.13352936834687,1.13361900995296e-08,1.29975494641702e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZNF444",0.21564075000001,7.88469245833334,3.05731718103912,0.00275288561991482,0.00894476672431109,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NXT1",-0.05743049999999,9.39630658333333,-0.735027475818435,0.463754473750518,0.592605211982774,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IFT52",-0.00155833333332467,7.54775375,-0.0304111740821553,0.975789572173813,0.985122672308046,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TTC27",0.115291750000007,6.82051679166667,2.9243432049305,0.00412679448157066,0.0126776626836184,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SDPR",-2.70366866666665,8.97464716666667,-11.8158334280834,7.48457453786421e-22,1.36662308989933e-19,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","C1ORF109",0.434182500000012,7.17138541666667,5.38865339770938,3.58994150683184e-07,3.05207470199504e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ICE2",-0.0902621666666645,6.078109125,-1.38695588553566,0.1680219062525,0.275563905820162,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","UTP6",0.11421050000001,6.5540835,3.98528729274628,0.000116035791590437,0.000552875395113945,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MTO1",-0.0270480333333216,7.45073071666667,-0.475099678795799,0.635578108682379,0.741727766738355,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LEPREL1",-0.40508616666666,8.35012358333334,-3.72264752320271,0.000301378058919949,0.00129673379062103,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PDGFC",0.784136833333339,8.90301108333333,5.58677155991334,1.46515812603958e-07,1.34686522739836e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","GINS3",0.41153483333334,6.19034141666666,4.92999440279456,2.66329414095663e-06,1.86213728328198e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
